,Unnamed: 0,Unnamed: 0.1,bbox_id,air_quality,area,closest_shop,cloud_cover,humidity,shops_amount,temperature,inappropriate_type,flat_roof,gabled_roof,round_roof
126,126,1126,Seattle2,88,122.64655834931001,2,0.6,0.77,0.0,11.64,0,0,0,1
127,127,1127,Seattle2,88,191.55196786525104,2,0.6,0.77,0.0,11.64,0,0,0,0
128,128,1128,Seattle2,88,160.630347968602,2,0.6,0.77,0.0,11.49,0,0,0,0
129,129,1129,Seattle2,88,187.86154863914902,2,0.6,0.77,0.0,11.64,0,0,0,0
130,130,1130,Seattle2,88,125.51005600902201,2,0.6,0.77,0.0,11.49,0,0,0,0
131,131,1131,Seattle2,88,46.0863096456135,2,0.6,0.77,0.0,11.49,1,0,0,0
132,132,1132,Seattle2,88,125.19729306637699,2,0.6,0.77,0.0,11.49,0,0,0,0
133,133,1133,Seattle2,88,223.083261189977,2,0.6,0.77,0.0,11.64,0,0,0,0
134,134,1134,Seattle2,88,215.874657852312,2,0.6,0.77,0.0,11.49,0,0,0,0
135,135,1135,Seattle2,88,60.9955107345111,2,0.6,0.77,0.0,11.49,0,0,0,0
136,136,1136,Seattle2,88,176.048589038507,2,0.6,0.77,0.0,11.49,0,0,0,0
137,137,1137,Seattle2,88,126.055335779292,2,0.6,0.77,0.0,11.49,1,0,0,0
138,138,1138,Seattle2,88,51.48882249116,2,0.6,0.77,0.0,11.64,0,0,0,0
139,139,1139,Seattle2,88,225.391352646312,2,0.6,0.77,0.0,11.64,0,0,0,0
140,140,1140,Seattle2,88,269.569165689502,2,0.6,0.77,0.0,11.49,0,0,0,0
141,141,1141,Seattle2,88,214.885455552266,2,0.6,0.77,0.0,11.64,0,0,0,0
142,142,1142,Seattle2,88,184.58382754385102,2,0.6,0.77,0.0,11.49,0,0,0,0
143,143,1143,Seattle2,88,202.355308397173,2,0.6,0.77,0.0,11.64,0,1,0,0
144,144,1144,Seattle2,88,379.74737022012,2,0.6,0.77,0.0,11.49,0,0,0,0
145,145,1145,Seattle2,88,206.43890664864898,2,0.6,0.77,0.0,11.64,0,0,0,0
146,146,1146,Seattle2,88,318.078671008148,2,0.6,0.77,0.0,11.49,0,0,0,0
147,147,1147,Seattle2,88,95.6725229709301,2,0.6,0.77,0.0,11.64,0,0,0,0
148,148,1148,Seattle2,88,214.200183391787,2,0.6,0.77,0.0,11.49,0,0,0,0
149,149,1149,Seattle2,88,189.133962305152,2,0.6,0.77,0.0,11.64,0,0,0,0
150,150,1150,Seattle2,88,206.308585469477,2,0.6,0.77,0.0,11.49,0,0,0,0
151,151,1151,Seattle2,88,172.540076338736,2,0.6,0.77,0.0,11.49,0,0,0,0
152,152,1152,Seattle2,88,174.93261464078495,2,0.6,0.77,0.0,11.49,0,0,0,0
153,153,1153,Seattle2,88,228.029028680409,2,0.6,0.77,0.0,11.49,0,0,0,0
154,154,1154,Seattle2,88,269.709614553797,2,0.6,0.77,0.0,11.64,0,0,0,0
155,155,1155,Seattle2,88,249.35345725252498,2,0.6,0.77,0.0,11.49,0,0,0,0
156,156,1156,Seattle2,88,175.59547301350796,2,0.6,0.77,0.0,11.64,0,0,0,0
157,157,1157,Seattle2,88,174.114560596839,2,0.6,0.77,0.0,11.49,0,0,0,0
158,158,1158,Seattle2,88,29.2612055490275,2,0.6,0.77,0.0,11.64,0,0,0,0
159,159,1159,Seattle2,88,217.173114054362,2,0.6,0.77,0.0,11.49,0,1,0,0
160,160,1160,Seattle2,88,60.1784738012449,2,0.6,0.77,0.0,11.64,0,0,0,0
161,161,1161,Seattle2,88,247.30137798937199,2,0.6,0.77,0.0,11.64,0,1,0,0
162,162,1162,Seattle2,88,271.367775056218,2,0.6,0.77,0.0,11.49,0,0,0,0
163,163,1163,Seattle2,88,314.527226949727,2,0.6,0.77,0.0,11.49,0,0,0,0
164,164,1164,Seattle2,88,214.211630370931,2,0.6,0.77,0.0,11.64,0,1,0,0
165,165,1165,Seattle2,88,78.5325530899904,2,0.6,0.77,0.0,11.64,1,0,0,0
166,166,1166,Seattle2,88,289.717207793449,2,0.6,0.77,0.0,11.64,0,0,0,0
167,167,1167,Seattle2,88,162.141642769513,2,0.6,0.77,0.0,11.64,0,1,0,0
168,168,1168,Seattle2,88,174.75888399936196,2,0.6,0.77,0.0,11.49,0,0,1,0
169,169,1169,Seattle2,88,167.879032507024,2,0.6,0.77,0.0,11.64,0,0,0,0
170,170,1170,Seattle2,88,180.923188315663,2,0.6,0.77,0.0,11.49,0,0,0,0
171,171,1171,Seattle2,88,301.72519392814604,2,0.6,0.77,0.0,11.49,0,0,0,0
172,172,1172,Seattle2,88,400.4637212889109,2,0.6,0.77,0.0,11.64,0,0,0,0
173,173,1173,Seattle2,88,283.429685074275,2,0.6,0.77,0.0,11.49,0,0,0,0
174,174,1174,Seattle2,88,166.884255153402,2,0.6,0.77,0.0,11.64,0,0,0,0
175,175,1175,Seattle2,88,321.569461431057,2,0.6,0.77,0.0,11.64,0,0,0,0
176,176,1176,Seattle2,88,37.19240770774661,2,0.6,0.77,0.0,11.64,0,0,0,0
177,177,1177,Seattle2,88,110.061951741486,2,0.6,0.77,0.0,11.49,0,0,0,0
178,178,1178,Seattle2,88,130.56038467948798,2,0.6,0.77,0.0,11.64,0,0,1,0
179,179,1179,Seattle2,88,180.102338910081,2,0.6,0.77,0.0,11.49,0,0,0,0
180,180,1180,Seattle2,88,256.437778017614,2,0.6,0.77,0.0,11.49,0,0,0,0
181,181,1181,Seattle2,88,145.042775394967,2,0.6,0.77,0.0,11.49,0,0,0,0
182,182,1182,Seattle2,88,123.70504207959699,2,0.6,0.77,0.0,11.49,0,0,0,0
183,183,1183,Seattle2,88,162.400249764103,2,0.6,0.77,0.0,11.64,0,0,0,0
184,184,1184,Seattle2,88,128.264042093641,2,0.6,0.77,0.0,11.64,0,0,0,0
185,185,1185,Seattle2,88,273.11355562290197,2,0.6,0.77,0.0,11.64,0,0,0,0
186,186,1186,Seattle2,88,249.130693925056,2,0.6,0.77,0.0,11.64,0,0,0,1
187,187,1187,Seattle2,88,170.19692640462299,2,0.6,0.77,0.0,11.64,0,0,0,0
188,188,1188,Seattle2,88,220.754247691991,2,0.6,0.77,0.0,11.49,0,0,0,0
189,189,1189,Seattle2,88,197.928749812228,2,0.6,0.77,0.0,11.49,0,0,0,0
190,190,1190,Seattle2,88,248.35329741732897,2,0.6,0.77,0.0,11.64,0,0,0,0
191,191,1191,Seattle2,88,265.260225457011,2,0.6,0.77,0.0,11.49,0,0,0,0
192,192,1192,Seattle2,88,36.68679729401778,2,0.6,0.77,0.0,11.64,0,0,0,0
193,193,1193,Seattle2,88,301.29563002505,2,0.6,0.77,0.0,11.64,0,0,0,0
194,194,1194,Seattle2,88,139.999981274518,2,0.6,0.77,0.0,11.49,0,0,0,0
