,bbox_id,air_quality,area,closest_shop,cloud_cover,humidity,shops_amount,temperature
192,Berlin2,76,191.955080236646,3,0.61,0.7,5,11.54
193,Berlin2,76,190.581533268121,79,0.61,0.7,22,11.54
194,Berlin2,79,24.625913072007297,390,0.61,0.7,4,11.56
195,Berlin2,76,233.971259438287,81,0.61,0.7,10,11.54
196,Berlin2,79,36.570300523057,417,0.61,0.7,2,11.56
197,Berlin2,76,906.2836260046789,90,0.61,0.7,20,11.54
198,Berlin2,79,27.088700643958603,418,0.61,0.7,3,11.56
199,Berlin2,58,332.42250728755,110,0.61,0.7,31,11.5
200,Berlin3,83,28.1137241109393,151,0.61,0.7,7,11.57
201,Berlin3,77,547.404057274867,216,0.61,0.7,25,11.58
202,Berlin3,82,319.963511512758,77,0.61,0.7,13,11.56
203,Berlin3,83,309.878484681359,209,0.61,0.7,11,11.58
204,Berlin3,77,302.317399752358,12,0.61,0.7,28,11.58
205,Berlin3,82,170.92441096653798,177,0.61,0.7,4,11.56
206,Berlin3,83,320.333011146825,114,0.61,0.7,13,11.58
207,Berlin3,73,216.359009931309,58,0.61,0.7,17,11.58
208,Berlin3,82,177.92312377635503,43,0.61,0.7,21,11.56
209,Berlin3,83,337.83872159508803,154,0.61,0.7,11,11.57
210,Berlin3,73,184.493723208714,76,0.61,0.7,15,11.58
211,Berlin3,76,363.149415375012,16,0.61,0.7,29,11.56
212,Berlin3,83,556.369467382631,392,0.61,0.7,5,11.58
213,Berlin3,77,214.755504023012,297,0.61,0.7,18,11.58
214,Berlin3,83,557.424869473711,265,0.61,0.7,7,11.58
215,Berlin3,77,587.45745595865,51,0.61,0.7,28,11.58
216,Berlin3,77,317.00516948556,67,0.61,0.7,25,11.58
217,Berlin3,77,416.78014627075896,56,0.61,0.7,31,11.58
218,Berlin3,73,315.592106709043,26,0.61,0.7,13,11.58
219,Berlin3,73,738.557691964138,74,0.61,0.7,13,11.58
220,Berlin3,83,200.53034510178398,207,0.61,0.7,15,11.58
221,Berlin3,73,61.2649825864491,123,0.61,0.7,25,11.58
222,Berlin3,82,83.6105736364573,147,0.61,0.7,5,11.56
223,Berlin3,73,13.272560600260197,140,0.61,0.7,11,11.58
224,Berlin3,83,164.173915753926,221,0.61,0.7,9,11.58
225,Berlin3,77,274.815407178547,73,0.61,0.7,27,11.58
226,Berlin3,83,429.729470974667,86,0.61,0.7,9,11.58
227,Berlin3,77,60.6142209850321,54,0.61,0.7,25,11.58
228,Berlin3,76,366.681617044517,93,0.61,0.7,26,11.56
229,Berlin3,76,690.3349982738949,147,0.61,0.7,14,11.56
230,Berlin3,77,281.544986220211,73,0.61,0.7,31,11.58
231,Berlin3,76,619.669051398424,20,0.61,0.7,17,11.56
232,Berlin3,73,424.68163392710403,103,0.61,0.7,18,11.58
233,Berlin3,83,485.743866722483,412,0.61,0.7,5,11.58
234,Berlin3,82,233.548961638686,181,0.61,0.7,3,11.56
235,Berlin3,77,409.71207989876,57,0.61,0.7,20,11.58
236,Berlin3,83,643.303240915654,331,0.61,0.7,5,11.57
237,Berlin3,83,804.319267630718,31,0.61,0.7,11,11.58
238,Berlin3,73,431.62082358905997,96,0.61,0.7,14,11.58
239,Berlin3,77,5.90592594545428,36,0.61,0.7,20,11.58
240,Berlin3,73,989.2048510886129,258,0.61,0.7,6,11.58
