,_id,addr:housenumber,addr:street,air_quality,amenity,area,bbox_id,building,building_centroid,closest_shop,cloud_cover,description,geometry,height,humidity,name,request_area_bottom_left,request_area_top_right,shops_amount,shops_count,temperature
8757,{'$oid': '5bd45b98c6b61440ac162f2d'},1117,Minor Avenue,76,,251.28407804457515,Seattle7,,"{'type': 'Point', 'coordinates': [-122.32548080756466, 47.61089421399277]}",229,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3256411, 47.6108949], [-122.3255687, 47.610814], [-122.3255412, 47.6108244], [-122.3255352, 47.610818], [-122.325503, 47.6108298], [-122.3254902, 47.6108176], [-122.3253575, 47.6108727], [-122.3253481, 47.6108777], [-122.3253394, 47.6108849], [-122.3253367, 47.6108931], [-122.3253387, 47.6109026], [-122.325344, 47.6109116], [-122.3254145, 47.610988], [-122.3256411, 47.6108949]]]}",15.0,0.79,Historic Seattle Preservation,"{'type': 'Point', 'coordinates': [-122.336712, 47.609982]}","{'type': 'Point', 'coordinates': [-122.322936, 47.61545]}",3.0,,11.18
8715,{'$oid': '5bd45b98c6b61440ac162f03'},1635,8th Avenue,58,,1628.85399913923,Seattle7,,"{'type': 'Point', 'coordinates': [-122.33418250203877, 47.61369080432066]}",27,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3342331, 47.6134497], [-122.3342582, 47.6134393], [-122.3345493, 47.6137593], [-122.3341068, 47.6139423], [-122.3338157, 47.6136223], [-122.3338365, 47.6136137], [-122.3342331, 47.6134497]]]}",139.0,0.77,Olive 8,"{'type': 'Point', 'coordinates': [-122.336712, 47.609982]}","{'type': 'Point', 'coordinates': [-122.322936, 47.61545]}",53.0,,11.5
8711,{'$oid': '5bd45b98c6b61440ac162eff'},1508,Melrose Avenue,76,restaurant,480.3504391533619,Seattle7,,"{'type': 'Point', 'coordinates': [-122.32760140162078, 47.61439132851938]}",32,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3278112, 47.6144607], [-122.3273894, 47.6144581], [-122.3273912, 47.614322], [-122.3278138, 47.6143246], [-122.3278112, 47.6144607]]]}",15.0,0.79,Mamnoon,"{'type': 'Point', 'coordinates': [-122.336712, 47.609982]}","{'type': 'Point', 'coordinates': [-122.322936, 47.61545]}",25.0,,11.18
8579,{'$oid': '5bd45b98c6b61440ac162e7b'},,,76,,356.001534757031,Seattle7,,"{'type': 'Point', 'coordinates': [-122.32288123143896, 47.61386325198092]}",37,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3227798, 47.6139644], [-122.3227684, 47.6137808], [-122.322781, 47.6137779], [-122.3227801, 47.6137657], [-122.3229751, 47.6137607], [-122.3229756, 47.613777], [-122.3229847, 47.6137768], [-122.3229932, 47.6139303], [-122.3229856, 47.6139306], [-122.322987, 47.6139618], [-122.3227798, 47.6139644]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.336712, 47.609982]}","{'type': 'Point', 'coordinates': [-122.322936, 47.61545]}",12.0,,11.18
8697,{'$oid': '5bd45b98c6b61440ac162ef1'},,,76,,1797.543285697165,Seattle7,,"{'type': 'Point', 'coordinates': [-122.3237655069049, 47.6123807372688]}",263,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.32359, 47.6124697], [-122.3235555, 47.6124322], [-122.323547, 47.6124352], [-122.3235197, 47.6124028], [-122.3235412, 47.612394], [-122.3235868, 47.6123754], [-122.3236134, 47.6123645], [-122.3236374, 47.6123546], [-122.3236311, 47.6123463], [-122.3236711, 47.6123263], [-122.3236951, 47.6123143], [-122.3236727, 47.6122936], [-122.3236541, 47.6123008], [-122.32364, 47.6122871], [-122.3236595, 47.6122775], [-122.3236569, 47.6122741], [-122.3236491, 47.6122653], [-122.3236422, 47.6122574], [-122.3235701, 47.6122868], [-122.3235617, 47.6122785], [-122.3234621, 47.6123194], [-122.323438, 47.6122944], [-122.323425, 47.6122995], [-122.3233779, 47.6122478], [-122.3233393, 47.6122086], [-122.3234059, 47.6121807], [-122.323398, 47.6121717], [-122.3234481, 47.6121507], [-122.3234559, 47.6121581], [-122.323532, 47.6121259], [-122.3235262, 47.6121181], [-122.3235738, 47.6120985], [-122.3235806, 47.6121053], [-122.3236537, 47.6120743], [-122.32365, 47.6120666], [-122.3236965, 47.6120472], [-122.3237866, 47.6121474], [-122.3237676, 47.6121553], [-122.3238502, 47.6122452], [-122.3238687, 47.6122359], [-122.323909, 47.6122804], [-122.323889, 47.6122884], [-122.3239676, 47.6123783], [-122.3239896, 47.6123688], [-122.3240288, 47.612412], [-122.3240084, 47.6124225], [-122.32409, 47.6125123], [-122.324111, 47.6125019], [-122.3241759, 47.6125731], [-122.3241268, 47.6125934], [-122.324119, 47.6125855], [-122.3240463, 47.6126158], [-122.3240526, 47.6126219], [-122.3240036, 47.6126447], [-122.3239979, 47.6126394], [-122.3239247, 47.6126696], [-122.3239295, 47.6126756], [-122.3238698, 47.6127003], [-122.323863, 47.6126926], [-122.323832, 47.6127055], [-122.3238029, 47.6127177], [-122.3237658, 47.6126769], [-122.3237698, 47.612675], [-122.3237211, 47.6126232], [-122.3237352, 47.6126167], [-122.3237152, 47.6125932], [-122.3238128, 47.6125493], [-122.3238064, 47.6125401], [-122.3238715, 47.6125115], [-122.3238517, 47.6124909], [-122.3238301, 47.6124995], [-122.323817, 47.6124846], [-122.323835, 47.6124734], [-122.3238167, 47.6124541], [-122.3237501, 47.612483], [-122.3237402, 47.6124734], [-122.3236275, 47.6125209], [-122.3235966, 47.6124881], [-122.3236026, 47.6124833], [-122.32359, 47.6124697]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.336712, 47.609982]}","{'type': 'Point', 'coordinates': [-122.322936, 47.61545]}",13.0,,11.18
8591,{'$oid': '5bd45b98c6b61440ac162e87'},1515,Bellevue Avenue,76,,349.7259391399758,Seattle7,apartments,"{'type': 'Point', 'coordinates': [-122.32716288907082, 47.614530872824886]}",68,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3273754, 47.6145813], [-122.3269492, 47.6145786], [-122.3269504, 47.6144804], [-122.3273767, 47.6144832], [-122.3273754, 47.6145813]]]}",12.0,0.79,Louis Arms Apartments,"{'type': 'Point', 'coordinates': [-122.336712, 47.609982]}","{'type': 'Point', 'coordinates': [-122.322936, 47.61545]}",26.0,,11.18
8777,{'$oid': '5bd45b98c6b61440ac162f41'},1001,Minor Avenue,76,,1205.4099021932932,Seattle7,apartments,"{'type': 'Point', 'coordinates': [-122.32457169593833, 47.609870016961686]}",88,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3242526, 47.6098292], [-122.3242938, 47.6098755], [-122.3242764, 47.6098825], [-122.3242846, 47.6098917], [-122.3242957, 47.6098871], [-122.3243123, 47.6099058], [-122.3243011, 47.6099103], [-122.3243095, 47.6099197], [-122.3243337, 47.6099469], [-122.3243525, 47.6099681], [-122.324363, 47.6099639], [-122.3243881, 47.609992], [-122.3243775, 47.6099963], [-122.3243926, 47.6100132], [-122.3244175, 47.6100412], [-122.3244233, 47.6100478], [-122.3244466, 47.610074], [-122.3247248, 47.6099617], [-122.3247561, 47.6099969], [-122.3248857, 47.6099445], [-122.3248311, 47.6098831], [-122.3248483, 47.6098761], [-122.3247982, 47.6098198], [-122.3248187, 47.6098115], [-122.3246879, 47.6096643], [-122.3246512, 47.6096792], [-122.3246189, 47.6096922], [-122.3246117, 47.6096841], [-122.324512, 47.6097244], [-122.324519, 47.6097322], [-122.3244935, 47.6097425], [-122.3244866, 47.6097347], [-122.3243883, 47.6097744], [-122.3243955, 47.6097825], [-122.3243714, 47.6097922], [-122.3243642, 47.6097841], [-122.3242526, 47.6098292]]]}",6.0,0.79,,"{'type': 'Point', 'coordinates': [-122.336712, 47.609982]}","{'type': 'Point', 'coordinates': [-122.322936, 47.61545]}",3.0,,11.18
8612,{'$oid': '5bd45b98c6b61440ac162e9c'},1410,Belmont Avenue,76,,97.50265007812554,Seattle7,house,"{'type': 'Point', 'coordinates': [-122.32413580096686, 47.61340765943019]}",108,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3240531, 47.6133711], [-122.3242121, 47.6133703], [-122.3242129, 47.6134469], [-122.324085, 47.6134475], [-122.3240848, 47.6134311], [-122.3240538, 47.6134313], [-122.3240531, 47.6133711]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.336712, 47.609982]}","{'type': 'Point', 'coordinates': [-122.322936, 47.61545]}",18.0,,11.18
8588,{'$oid': '5bd45b98c6b61440ac162e84'},1420,Boylston Avenue,76,,241.95786063299573,Seattle7,apartments,"{'type': 'Point', 'coordinates': [-122.32310088167779, 47.61368822724464]}",41,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.322962, 47.6136556], [-122.3230071, 47.6136547], [-122.3230058, 47.6136267], [-122.3230677, 47.6136254], [-122.3230679, 47.6136288], [-122.3231195, 47.6136278], [-122.3231194, 47.6136254], [-122.323171, 47.6136243], [-122.3231712, 47.6136283], [-122.3232175, 47.6136274], [-122.3232229, 47.6137464], [-122.3231686, 47.6137475], [-122.3231688, 47.6137514], [-122.3231177, 47.6137525], [-122.3231174, 47.6137466], [-122.3230677, 47.6137476], [-122.3230679, 47.6137515], [-122.3230058, 47.6137528], [-122.3230041, 47.6137152], [-122.3229647, 47.613716], [-122.322962, 47.6136556]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.336712, 47.609982]}","{'type': 'Point', 'coordinates': [-122.322936, 47.61545]}",12.0,,11.18
8651,{'$oid': '5bd45b98c6b61440ac162ec3'},1400,5th Avenue,58,,1094.0530818160935,Seattle7,,"{'type': 'Point', 'coordinates': [-122.33452940797078, 47.61002471740768]}",55,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.334218, 47.6099958], [-122.3346299, 47.6098239], [-122.3348408, 47.6100537], [-122.3344289, 47.6102255], [-122.334218, 47.6099958]]]}",0.0,0.77,Logan Building,"{'type': 'Point', 'coordinates': [-122.336712, 47.609982]}","{'type': 'Point', 'coordinates': [-122.322936, 47.61545]}",47.0,,11.5
8703,{'$oid': '5bd45b98c6b61440ac162ef7'},1105,Spring Street,76,,1349.948511606453,Seattle7,,"{'type': 'Point', 'coordinates': [-122.32525833368092, 47.60998380792591]}",159,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3253367, 47.6097604], [-122.3254235, 47.6098539], [-122.325438, 47.6098477], [-122.3255357, 47.6099529], [-122.3255227, 47.6099583], [-122.3255937, 47.6100348], [-122.3253078, 47.6101555], [-122.3253018, 47.6101489], [-122.3251671, 47.6102058], [-122.3250723, 47.6101037], [-122.3249177, 47.6099372], [-122.3251828, 47.6098254], [-122.3253367, 47.6097604]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.336712, 47.609982]}","{'type': 'Point', 'coordinates': [-122.322936, 47.61545]}",3.0,,11.18
8724,{'$oid': '5bd45b98c6b61440ac162f0c'},,,76,,802.4836544398061,Seattle7,roof,"{'type': 'Point', 'coordinates': [-122.33157873927517, 47.612340008978165]}",44,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3318377, 47.6123824], [-122.331751, 47.6122876], [-122.3316383, 47.6121644], [-122.3313199, 47.6122976], [-122.3314318, 47.6124204], [-122.3315195, 47.6125155], [-122.3318377, 47.6123824]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.336712, 47.609982]}","{'type': 'Point', 'coordinates': [-122.322936, 47.61545]}",62.0,,11.18
8776,{'$oid': '5bd45b98c6b61440ac162f40'},808,Howell Street,58,,5061.190155286182,Seattle7,commercial,"{'type': 'Point', 'coordinates': [-122.33445196491915, 47.61486110037003]}",116,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3346212, 47.6146101], [-122.3343331, 47.6144067], [-122.3342754, 47.614366], [-122.3341647, 47.6142879], [-122.333846, 47.6145386], [-122.3338299, 47.6145507], [-122.3344295, 47.6149452], [-122.3344722, 47.6149699], [-122.3344221, 47.6150093], [-122.3343794, 47.6149846], [-122.3342658, 47.6150739], [-122.3341465, 47.6151678], [-122.3340845, 47.6152165], [-122.3343925, 47.6153946], [-122.3344573, 47.6154321], [-122.3344733, 47.6154194], [-122.3346996, 47.6152416], [-122.3347664, 47.6151892], [-122.3350299, 47.614982], [-122.3350876, 47.6149367], [-122.3350686, 47.6149237], [-122.3347829, 47.6147285], [-122.3346726, 47.6146478], [-122.3346212, 47.6146101]]]}",15.0,0.77,,"{'type': 'Point', 'coordinates': [-122.336712, 47.609982]}","{'type': 'Point', 'coordinates': [-122.322936, 47.61545]}",38.0,,11.5
8751,{'$oid': '5bd45b98c6b61440ac162f27'},,,58,,1370.8863441801027,Seattle7,,"{'type': 'Point', 'coordinates': [-122.33483122534227, 47.61203439042284]}",61,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3351693, 47.6120915], [-122.3349071, 47.6118046], [-122.3344932, 47.6119774], [-122.3347552, 47.6122641], [-122.3351693, 47.6120915]]]}",18.0,0.77,,"{'type': 'Point', 'coordinates': [-122.336712, 47.609982]}","{'type': 'Point', 'coordinates': [-122.322936, 47.61545]}",66.0,,11.5
8771,{'$oid': '5bd45b98c6b61440ac162f3b'},1519,Minor Avenue,76,,768.2670691801297,Seattle7,,"{'type': 'Point', 'coordinates': [-122.32850124566825, 47.61423820674388]}",52,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3286718, 47.6140705], [-122.3287989, 47.6142116], [-122.3285288, 47.6143274], [-122.3283293, 47.6144038], [-122.3282643, 47.6143318], [-122.3282022, 47.6142628], [-122.3286718, 47.6140705]]]}",9.0,0.79,,"{'type': 'Point', 'coordinates': [-122.336712, 47.609982]}","{'type': 'Point', 'coordinates': [-122.322936, 47.61545]}",26.0,,11.18
9507,{'$oid': '5bd45d18c6b61440ac1633cd'},,,89,,377.95859649657905,Seattle8,,"{'type': 'Point', 'coordinates': [-122.30055960466223, 47.58607035123365]}",324,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3004848, 47.5862379], [-122.3006035, 47.5862373], [-122.3006018, 47.5860901], [-122.3006586, 47.5860898], [-122.3006567, 47.5859319], [-122.3004812, 47.5859328], [-122.3004848, 47.5862379]]]}",15.0,0.77,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",3.0,,11.48
8863,{'$oid': '5bd45d18c6b61440ac163149'},1906,15th Avenue South,89,,221.21430147820817,Seattle8,,"{'type': 'Point', 'coordinates': [-122.31298968543028, 47.58611748959588]}",1067,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3128164, 47.5860792], [-122.3131361, 47.5860792], [-122.3131361, 47.586086], [-122.3131672, 47.586086], [-122.3131672, 47.5861512], [-122.3131357, 47.5861512], [-122.3131357, 47.5861556], [-122.3128164, 47.5861556], [-122.3128164, 47.5860792]]]}",15.0,0.78,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",0.0,,11.31
9452,{'$oid': '5bd45d18c6b61440ac163396'},,,89,,345.83057926588515,Seattle8,,"{'type': 'Point', 'coordinates': [-122.30168813831929, 47.58346485594552]}",74,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.30171, 47.5834221], [-122.3016604, 47.5833523], [-122.3017521, 47.5833225], [-122.3018603, 47.5834749], [-122.3017783, 47.5835016], [-122.3017975, 47.5835285], [-122.301761, 47.5835404], [-122.3017435, 47.5835158], [-122.3015503, 47.5835786], [-122.3014899, 47.5834936], [-122.30171, 47.5834221]]]}",15.0,0.77,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",3.0,,11.48
9216,{'$oid': '5bd45d18c6b61440ac1632aa'},1815,South College Street,89,,171.85925199853781,Seattle8,,"{'type': 'Point', 'coordinates': [-122.30871635437359, 47.58278909580865]}",648,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3087821, 47.5827171], [-122.3087799, 47.582868], [-122.308737, 47.5828677], [-122.3087368, 47.5828774], [-122.3087006, 47.5828772], [-122.3087008, 47.5828679], [-122.3086564, 47.5828676], [-122.3086569, 47.5828341], [-122.3086502, 47.5828341], [-122.3086509, 47.5827879], [-122.3086559, 47.5827879], [-122.3086571, 47.5827001], [-122.3087259, 47.5827006], [-122.3087257, 47.5827167], [-122.3087821, 47.5827171]]]}",15.0,0.78,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",0.0,,11.31
9395,{'$oid': '5bd45d18c6b61440ac16335d'},,,89,,198.3275308174322,Seattle8,,"{'type': 'Point', 'coordinates': [-122.3006718, 47.58644665]}",345,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3008189, 47.5864877], [-122.3005236, 47.5864859], [-122.3005247, 47.5864056], [-122.30082, 47.5864074], [-122.3008189, 47.5864877]]]}",15.0,0.77,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",2.0,,11.48
9127,{'$oid': '5bd45d18c6b61440ac163251'},2317,22nd Avenue South,89,,138.75135616143356,Seattle8,,"{'type': 'Point', 'coordinates': [-122.30464350937783, 47.58239250940001]}",316,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3045742, 47.5824551], [-122.30457, 47.5823379], [-122.3047345, 47.5823352], [-122.3047357, 47.5823699], [-122.304703, 47.5823705], [-122.3047059, 47.582453], [-122.3045742, 47.5824551]]]}",15.0,0.77,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",3.0,,11.48
8997,{'$oid': '5bd45d18c6b61440ac1631cf'},,,89,,1908.6016381677705,Seattle8,,"{'type': 'Point', 'coordinates': [-122.30594892305162, 47.58595105187035]}",330,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3061613, 47.5862689], [-122.3059817, 47.5862682], [-122.3059827, 47.5861535], [-122.3057071, 47.5861523], [-122.3057111, 47.5856963], [-122.3061663, 47.5856981], [-122.3061613, 47.5862689]]]}",15.0,0.77,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",2.0,,11.48
9134,{'$oid': '5bd45d18c6b61440ac163258'},2323,23rd Avenue South,89,,101.30218573582532,Seattle8,,"{'type': 'Point', 'coordinates': [-122.30321387588525, 47.582238396025105]}",233,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3032903, 47.5822792], [-122.3031318, 47.5822738], [-122.3031374, 47.5821976], [-122.303296, 47.582203], [-122.3032903, 47.5822792]]]}",15.0,0.77,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",3.0,,11.48
9257,{'$oid': '5bd45d18c6b61440ac1632d3'},2318,19th Avenue South,89,,189.48456090650535,Seattle8,,"{'type': 'Point', 'coordinates': [-122.30784168498573, 47.582416103213404]}",602,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3079552, 47.5824682], [-122.3077579, 47.5824687], [-122.3077577, 47.5824236], [-122.307743, 47.5824237], [-122.3077431, 47.5824351], [-122.3076899, 47.5824352], [-122.3076897, 47.5823899], [-122.3077395, 47.5823897], [-122.3077396, 47.582411], [-122.3077582, 47.5824109], [-122.307758, 47.5823706], [-122.3078668, 47.5823703], [-122.3078667, 47.5823526], [-122.3079402, 47.5823524], [-122.3079405, 47.5824053], [-122.3079549, 47.5824053], [-122.3079552, 47.5824682]]]}",15.0,0.77,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",0.0,,11.48
9155,{'$oid': '5bd45d18c6b61440ac16326d'},2342,22nd Avenue South,89,,158.2370111805581,Seattle8,,"{'type': 'Point', 'coordinates': [-122.30391050689636, 47.58166575832916]}",353,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3038001, 47.5816236], [-122.3040292, 47.581625], [-122.3040283, 47.5816989], [-122.3039591, 47.5816985], [-122.3039589, 47.5817109], [-122.303799, 47.5817099], [-122.3038001, 47.5816236]]]}",15.0,0.77,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",1.0,,11.48
9365,{'$oid': '5bd45d18c6b61440ac16333f'},,,89,,191.05860536995465,Seattle8,,"{'type': 'Point', 'coordinates': [-122.31303335000003, 47.582144449999994]}",1128,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3131491, 47.5821935], [-122.3129186, 47.5821945], [-122.3129176, 47.5820954], [-122.3131481, 47.5820944], [-122.3131491, 47.5821935]]]}",15.0,0.78,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",0.0,,11.31
8945,{'$oid': '5bd45d18c6b61440ac16319b'},2007,20th Avenue South,89,,87.61230840322224,Seattle8,,"{'type': 'Point', 'coordinates': [-122.30725879040324, 47.58524189239751]}",413,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3073162, 47.5852098], [-122.3073164, 47.5852216], [-122.3073467, 47.5852213], [-122.3073477, 47.5852712], [-122.3073142, 47.5852715], [-122.3073143, 47.5852768], [-122.3072558, 47.5852773], [-122.3072556, 47.5852697], [-122.3071864, 47.5852704], [-122.3071858, 47.5852454], [-122.3071575, 47.5852456], [-122.3071569, 47.5852202], [-122.3071834, 47.58522], [-122.3071832, 47.5852111], [-122.3073162, 47.5852098]]]}",15.0,0.77,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",2.0,,11.48
8965,{'$oid': '5bd45d18c6b61440ac1631af'},2023,17th Avenue South,89,,116.18063977113023,Seattle8,,"{'type': 'Point', 'coordinates': [-122.31120472565496, 47.58482831433025]}",843,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3111167, 47.5848691], [-122.3111174, 47.5847855], [-122.311209, 47.5847859], [-122.3112089, 47.5847966], [-122.3113049, 47.584797], [-122.3113043, 47.5848613], [-122.3112161, 47.5848609], [-122.311216, 47.5848695], [-122.3111167, 47.5848691]]]}",15.0,0.78,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",0.0,,11.31
8832,{'$oid': '5bd45d18c6b61440ac16312a'},,,89,,113.31322151718079,Seattle8,,"{'type': 'Point', 'coordinates': [-122.3124220089722, 47.587350122682224]}",1071,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3123752, 47.5874077], [-122.3123713, 47.5873684], [-122.3123559, 47.5873691], [-122.3123492, 47.5873028], [-122.3123673, 47.587302], [-122.3123669, 47.5872984], [-122.3124757, 47.5872934], [-122.3124821, 47.5873575], [-122.3124891, 47.5873571], [-122.3124936, 47.5874022], [-122.3123752, 47.5874077]]]}",15.0,0.78,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",0.0,,11.31
8914,{'$oid': '5bd45d18c6b61440ac16317c'},1910,19th Avenue South,89,,117.87443636135393,Seattle8,,"{'type': 'Point', 'coordinates': [-122.30779757492827, 47.58593325585343]}",506,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3078687, 47.5858837], [-122.3078681, 47.5859832], [-122.3077264, 47.5859828], [-122.3077271, 47.5858833], [-122.3078687, 47.5858837]]]}",15.0,0.77,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",0.0,,11.48
9137,{'$oid': '5bd45d18c6b61440ac16325b'},2327,22nd Avenue South,89,,143.85604342115255,Seattle8,,"{'type': 'Point', 'coordinates': [-122.30473254614414, 47.582116934765956]}",353,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3046583, 47.5821776], [-122.3046542, 47.5820641], [-122.304819, 47.5820614], [-122.3048212, 47.5821219], [-122.3047925, 47.5821224], [-122.3047945, 47.5821754], [-122.3046583, 47.5821776]]]}",15.0,0.77,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",2.0,,11.48
9026,{'$oid': '5bd45d18c6b61440ac1631ec'},1917,South Walker Street,89,,164.71852609621698,Seattle8,,"{'type': 'Point', 'coordinates': [-122.30735202764158, 47.58349753070692]}",459,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3072729, 47.5835593], [-122.3072746, 47.5834252], [-122.3073713, 47.5834257], [-122.3073708, 47.5834655], [-122.3074523, 47.583466], [-122.3074514, 47.583545], [-122.3073881, 47.5835447], [-122.3073879, 47.5835599], [-122.3072729, 47.5835593]]]}",15.0,0.77,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",1.0,,11.48
9103,{'$oid': '5bd45d18c6b61440ac163239'},2216,20th Avenue South,89,,108.19125981628417,Seattle8,,"{'type': 'Point', 'coordinates': [-122.30655662800639, 47.58311446942405]}",418,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3066367, 47.5831553], [-122.3064826, 47.5831565], [-122.3064821, 47.5831253], [-122.3064724, 47.5831254], [-122.306472, 47.5831016], [-122.3064841, 47.5831015], [-122.3064837, 47.5830753], [-122.306509, 47.5830751], [-122.3065089, 47.5830677], [-122.3065674, 47.5830673], [-122.3065676, 47.5830772], [-122.3066354, 47.5830767], [-122.3066367, 47.5831553]]]}",15.0,0.77,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",2.0,,11.48
9494,{'$oid': '5bd45d18c6b61440ac1633c0'},,,89,,59.66969474014555,Seattle8,,"{'type': 'Point', 'coordinates': [-122.3013379, 47.586669300000004]}",315,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3013905, 47.5867032], [-122.3012848, 47.5867029], [-122.3012853, 47.5866354], [-122.301391, 47.5866357], [-122.3013905, 47.5867032]]]}",15.0,0.77,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",2.0,,11.48
9188,{'$oid': '5bd45d18c6b61440ac16328e'},,,89,,25.237837899643928,Seattle8,,"{'type': 'Point', 'coordinates': [-122.31250588135372, 47.58332242573343]}",1014,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3125481, 47.5833396], [-122.3124659, 47.5833419], [-122.3124637, 47.5833052], [-122.3125459, 47.583303], [-122.3125481, 47.5833396]]]}",15.0,0.78,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",0.0,,11.31
8823,{'$oid': '5bd45d18c6b61440ac163121'},1810,17th Avenue South,89,,127.97696844594027,Seattle8,,"{'type': 'Point', 'coordinates': [-122.31049699028105, 47.58665950329565]}",829,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3105757, 47.5867056], [-122.3104198, 47.5867089], [-122.3104156, 47.5866166], [-122.3104509, 47.5866159], [-122.3104503, 47.5866029], [-122.3105003, 47.5866018], [-122.3105011, 47.5866186], [-122.3105742, 47.5866171], [-122.3105755, 47.5866471], [-122.3105903, 47.5866467], [-122.3105915, 47.5866726], [-122.3105742, 47.5866729], [-122.3105757, 47.5867056]]]}",15.0,0.78,,"{'type': 'Point', 'coordinates': [-122.312937, 47.581505]}","{'type': 'Point', 'coordinates': [-122.299633, 47.587294]}",0.0,,11.31
